Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),AC System Output (W),Ambient Temperature (C),Wind Speed (m/s),Cell Temperature (C)
10,737,218,952.787,2677.688,31.911,2,56.811
11,763,226,1013.417,2804.91,32.874,2,59.54
12,762,226,985.77,2732.646,33.089,2,59.255
13,736,218,876.301,2469.419,32.573,2,56.106
14,677,200,694.781,2007.274,31.339,2,50.254
15,571,169,464.335,1361.306,29.394,2,42.127
16,378,118,221.875,628.364,26.308,2,32.112
17,0,13,12.608,22.515,23.732,2,23.102
18,0,0,0,0,22.735,2,22.735
19,0,0,0,0,21.981,2,21.981
20,0,0,0,0,21.539,1,21.539
21,0,0,0,0,21.383,1,21.383
22,0,0,0,0,21.19,0,21.19
23,0,0,0,0,20.89,0,20.89
0,0,0,0,0,20.355,0,20.355
1,0,0,0,0,19.733,1,19.733
2,0,0,0,0,19.224,1,19.224
3,0,0,0,0,18.751,1,18.751
4,0,0,0,0,18.553,1,18.553
5,0,0,0,0,18.636,1,18.636
6,0,24,22.736,58.398,20.687,1,19.169
7,345,122,303.874,936.849,23.896,1,31.605
8,567,169,586.058,1691.831,28.612,0,50.344
9,674,199,803.138,2264.972,31.71,1,56.018
10,732,217,947.711,2584.923,33.345,1,62.18
11,758,226,1009.078,2706.458,34.236,1,65.097
12,758,226,982.346,2638.964,34.446,1,64.811
13,731,217,871.161,2385.055,33.883,1,61.303
14,671,199,689.561,1942.8,32.666,1,54.906
15,564,168,459.596,1320.667,30.769,1,45.975
16,352,123,220.122,622.815,27.884,2,33.647
17,0,14,13.578,25.435,25.431,2,24.873
18,0,0,0,0,24.315,2,24.315
19,0,0,0,0,23.329,2,23.329
20,0,0,0,0,22.489,2,22.489
21,0,0,0,0,21.865,1,21.865
22,0,0,0,0,21.451,1,21.451
23,0,0,0,0,21.229,1,21.229
0,0,0,0,0,20.945,1,20.945
1,0,0,0,0,20.63,0,20.63
2,0,0,0,0,20.452,0,20.452
3,0,0,0,0,20.381,0,20.381
4,0,0,0,0,20.123,0,20.123
5,0,0,0,0,19.974,0,19.974
6,0,23,21.786,55.381,21.022,0,18.377
7,373,117,312.752,945.367,24.916,0,35.375
8,559,168,580.141,1665.296,29.856,0,51.416
9,661,198,791.725,2228.132,32.464,1,56.411
10,716,215,931.015,2557.383,32.543,1,60.947
11,740,223,988.65,2758.745,32.038,2,58.104
12,739,223,961.385,2698.566,31.425,2,57.027
13,712,214,851.919,2435.209,30.55,2,53.513
14,654,197,675.619,1983.971,28.748,2,47.192
15,549,166,449.877,1340.545,26.612,2,38.946
16,292,136,218.282,638.475,24.786,2,30.433
17,0,6,5.819,0,23.694,2,22.866
18,0,0,0,0,23.176,1,23.176
19,0,0,0,0,22.521,1,22.521
20,0,0,0,0,22.098,1,22.098
21,0,0,0,0,21.846,1,21.846
22,0,0,0,0,21.452,1,21.452
23,0,0,0,0,21.074,1,21.074
0,0,0,0,0,20.488,1,20.488
1,0,0,0,0,19.844,1,19.844
2,0,0,0,0,19.163,1,19.163
3,0,0,0,0,18.712,1,18.712
4,0,0,0,0,18.384,2,18.384
5,0,0,0,0,18.452,2,18.452
6,0,25,23.685,61.637,20.784,1,19.3
7,277,138,282.221,875.165,24.123,1,31.168
8,566,169,586.747,1735.615,28.552,1,45.778
9,669,199,800.374,2256.752,31.838,1,56.068
10,726,217,943.372,2566.349,33.974,1,62.65
11,750,225,1001.192,2760.865,33.908,2,60.218
12,747,224,970.392,2700.372,32.799,2,58.585
13,720,216,860.897,2476.277,31.769,3,52.349
14,21,247,255.668,788.928,31.219,4,37.266
15,0,143,138.303,429.37,29.968,4,32.3
16,374,118,219.244,620.968,27.785,3,31.953
17,0,13,12.324,21.221,25.371,3,24.775
18,0,0,0,0,24.171,3,24.171
19,0,0,0,0,23.18,3,23.18
20,0,0,0,0,22.356,3,22.356
21,0,0,0,0,21.652,3,21.652
22,0,0,0,0,21.069,3,21.069
23,0,0,0,0,20.533,3,20.533
0,0,0,0,0,20.063,3,20.063
1,0,0,0,0,19.631,3,19.631
2,0,0,0,0,19.223,3,19.223
3,0,0,0,0,18.823,3,18.823
4,0,0,0,0,18.473,3,18.473
5,0,0,0,0,18.448,3,18.448
6,0,28,26.534,71.215,21.074,2,19.985
7,372,124,320.382,987.627,24.812,2,31.792
8,583,172,602.431,1795.869,29.216,2,44.316
9,686,202,818.85,2347.842,31.831,2,52.985
10,743,220,963.49,2717.43,33.725,3,56.157
11,767,228,1021.717,2840.476,34.779,3,58.734
12,766,227,991.998,2762.63,34.988,3,58.421
13,739,219,880.3,2514.994,34.439,4,53.589
14,681,201,698.142,2036.629,33.164,4,48.436
15,577,171,467.99,1376.908,31.232,4,41.419
16,304,137,221.154,637.247,28.495,4,32.997
17,0,15,14.227,27.592,25.553,4,25.02
18,0,0,0,0,24.098,4,24.098
19,0,0,0,0,23.022,4,23.022
20,0,0,0,0,22.121,3,22.121
21,0,0,0,0,21.376,3,21.376
22,0,0,0,0,20.756,3,20.756
23,0,0,0,0,20.139,4,20.139
0,0,0,0,0,19.502,4,19.502
1,0,0,0,0,18.866,4,18.866
2,0,0,0,0,18.235,4,18.235
3,0,0,0,0,17.646,4,17.646
4,0,0,0,0,17.16,4,17.16
5,0,0,0,0,17.003,4,17.003
6,18,33,36.281,101.84,19.497,4,18.838
7,405,126,339.276,1054.154,23.541,3,30.215
8,589,176,611.427,1859.894,27.917,4,40.408
9,705,198,831.816,2442.87,30.949,4,48.479
10,764,213,976.979,2815.297,33.073,5,52.172
11,782,224,1032.902,2935.895,34.297,5,54.678
12,781,230,1009.743,2871.174,34.569,5,54.602
13,748,220,889.043,2564.288,34.088,5,51.81
14,674,209,699.227,2056.417,32.989,5,46.914
15,587,175,476.519,1408.612,31.185,5,40.527
16,376,124,224.946,635.536,28.43,4,33.029
17,0,16,15.174,30.83,25.355,4,24.844
18,0,0,0,0,23.94,4,23.94
19,0,0,0,0,22.844,4,22.844
20,0,0,0,0,21.958,4,21.958
21,0,0,0,0,21.184,4,21.184
22,0,0,0,0,20.492,4,20.492
23,0,0,0,0,19.861,4,19.861
0,0,0,0,0,19.323,5,19.323
1,0,0,0,0,18.864,5,18.864
2,0,0,0,0,18.426,5,18.426
3,0,0,0,0,18.1,5,18.1
4,0,0,0,0,17.855,5,17.855
5,0,0,0,0,17.846,5,17.846
6,11,33,34.489,96.638,20.216,5,19.624
7,338,149,324.875,1014.532,24.204,4,29.999
8,591,177,614.558,1863.298,28.549,4,41.077
9,707,199,835.332,2444.416,31.563,4,49.162
10,762,223,986.18,2805.45,33.541,4,54.553
11,784,224,1035.34,2905.539,34.78,4,57.013
12,767,232,998.575,2806.469,35.179,4,56.759
13,751,219,890.557,2535.339,34.871,4,54.232
14,678,208,702.455,2041.914,33.755,4,49.13
15,557,192,478.226,1402.963,31.979,4,42.39
16,347,127,220.223,624.112,29.054,4,33.564
17,0,17,16.118,33.874,25.888,3,25.399
18,0,0,0,0,24.64,3,24.64
19,0,0,0,0,23.704,3,23.704
20,0,0,0,0,22.869,3,22.869
21,0,0,0,0,22.185,3,22.185
22,0,0,0,0,21.64,2,21.64
23,0,0,0,0,21.181,2,21.181
0,0,0,0,0,20.969,2,20.969
1,0,0,0,0,21.047,1,21.047
2,0,0,0,0,20.901,1,20.901
3,0,0,0,0,20.684,0,20.684
4,0,0,0,0,20.432,0,20.432
5,0,0,0,0,20.442,0,20.442
6,16,35,37.766,106.404,22.412,0,20.574
7,400,124,335.58,1010.176,25.22,0,36.666
8,582,173,604.826,1733.861,29.286,0,51.78
9,682,202,817.551,2212.372,33.277,0,63.414
10,738,219,959.486,2495.827,35.367,0,70.351
11,763,228,1019.024,2600.856,36.355,0,73.495
12,763,227,989.694,2529.768,36.666,0,73.24
13,737,219,878.434,2291.755,36.193,0,69.64
14,679,201,696.01,1875.799,34.984,0,62.845
15,1,164,159.521,480.217,32.93,1,39.407
16,5,114,114.172,350.484,29.99,2,32.069
17,0,19,18,39.947,27.006,3,26.327
18,0,0,0,0,25.395,3,25.395
19,0,0,0,0,24.076,3,24.076
20,0,0,0,0,23.098,3,23.098
21,0,0,0,0,22.381,3,22.381
22,0,0,0,0,21.893,2,21.893
23,0,0,0,0,21.466,2,21.466
0,0,0,0,0,20.942,2,20.942
1,0,0,0,0,20.446,2,20.446
2,0,0,0,0,20.158,2,20.158
3,0,0,0,0,19.962,2,19.962
4,0,0,0,0,19.704,2,19.704
5,0,0,0,0,19.476,2,19.476
6,21,38,42.042,119.824,21.684,2,21.038
7,340,141,323.481,991.418,25.391,1,33.811
8,583,173,606.207,1800.9,29.87,2,45.068
9,684,203,820.993,2294.723,32.862,1,57.673
10,739,220,962.05,2595.353,34.93,1,64.107
11,763,228,1019.374,2603.267,36.231,0,73.399
12,763,228,990.838,2531.344,36.726,0,73.328
13,736,219,877.439,2287.17,36.378,0,69.789
14,679,201,695.687,1873.487,35.141,0,62.978
15,0,92,87.702,257.809,33.19,1,37.51
16,0,47,44.649,126.339,30.359,1,30.419
17,0,16,15.167,30.425,27.459,2,26.431
18,0,0,0,0,26.036,3,26.036
19,0,0,0,0,24.77,3,24.77
20,0,0,0,0,23.784,3,23.784
21,0,0,0,0,23.036,3,23.036
22,0,0,0,0,22.486,2,22.486
23,0,0,0,0,22.024,2,22.024
0,0,0,0,0,21.609,2,21.609
1,0,0,0,0,21.184,2,21.184
2,0,0,0,0,20.833,2,20.833
3,0,0,0,0,20.628,1,20.628
4,0,0,0,0,20.657,1,20.657
5,0,0,0,0,21.152,1,21.152
6,0,30,28.432,77.426,22.962,0,20.741
7,280,158,305.974,925.011,26.865,0,37.154
8,412,228,538.972,1579.787,31.98,1,47.89
9,678,202,815.406,2262.155,34.678,1,59.025
10,732,219,954.765,2622.449,36.141,2,60.947
11,755,227,1010.653,2747.872,36.258,2,62.717
12,367,420,798.549,2285.233,34.404,3,53.653
13,228,394,603.168,1769.265,34.422,3,48.921
14,0,127,121.415,366.519,33.357,3,36.488
15,306,263,419.907,1257.162,31.848,3,40.685
16,163,154,200.019,590.053,29.795,2,34.94
17,0,14,13.273,24.034,27.209,2,26.635
18,0,0,0,0,26.022,2,26.022
19,0,0,0,0,24.89,2,24.89
20,0,0,0,0,23.779,1,23.779
21,0,0,0,0,22.743,1,22.743
22,0,0,0,0,21.811,2,21.811
23,0,0,0,0,21.119,2,21.119
0,0,0,0,0,20.58,2,20.58
1,0,0,0,0,20.116,2,20.116
2,0,0,0,0,19.724,2,19.724
3,0,0,0,0,19.361,2,19.361
4,0,0,0,0,19.129,2,19.129
5,0,0,0,0,19.118,2,19.118
6,19,40,43.52,125.712,21.266,1,20.455
7,415,127,347.604,1060.844,24.999,1,34.16
8,595,176,619.116,1816.151,29.129,1,47.526
9,696,205,834.776,2342.827,31.651,1,56.933
10,753,222,978.687,2653.124,33.501,1,63.242
11,778,231,1038.073,2764.369,34.63,1,66.311
12,779,230,1008.392,2688.181,35.034,1,66.126
13,755,222,896.438,2433.83,34.644,1,62.771
14,701,205,714.244,1995.252,33.485,1,56.452
15,562,194,480.619,1391.996,31.621,2,44.803
16,288,153,229.918,661.764,28.845,2,34.941
17,0,23,21.704,52.655,25.763,2,25.469
18,0,0,0,0,24.518,2,24.518
19,0,0,0,0,23.384,2,23.384
20,0,0,0,0,22.408,2,22.408
21,0,0,0,0,21.521,2,21.521
22,0,0,0,0,20.716,2,20.716
23,0,0,0,0,20.051,2,20.051
0,0,0,0,0,19.536,1,19.536
1,0,0,0,0,19.161,1,19.161
2,0,0,0,0,18.912,1,18.912
3,0,0,0,0,18.848,1,18.848
4,0,0,0,0,18.829,1,18.829
5,0,0,0,0,19.047,1,19.047
6,40,45,55.678,163.567,21.345,0,20.255
7,342,157,336.843,1020.834,24.868,0,36.499
8,603,180,629.536,1792.536,29.87,0,53.124
9,716,200,847.635,2287.202,32.761,0,63.918
10,770,225,998.739,2590.104,34.573,0,70.831
11,794,224,1046.989,2668.43,35.58,0,73.707
12,793,226,1017.71,2696.208,35.882,1,67.186
13,766,215,898.515,2429.037,35.345,1,63.517
14,710,199,714.193,1987.892,34.138,1,57.084
15,563,194,480.534,1387.374,32.203,2,45.378
16,292,155,232.268,666.851,29.252,2,35.414
17,0,24,22.609,55.532,26.195,2,25.946
18,0,0,0,0,25.122,2,25.122
19,0,0,0,0,24.048,2,24.048
20,0,0,0,0,22.926,2,22.926
21,0,0,0,0,21.849,2,21.849
22,0,0,0,0,20.923,2,20.923
23,0,0,0,0,20.195,2,20.195
0,0,0,0,0,19.637,2,19.637
1,0,0,0,0,19.285,2,19.285
2,0,0,0,0,19.103,1,19.103
3,0,0,0,0,19.205,1,19.205
4,0,0,0,0,19.123,1,19.123
5,0,0,0,0,19.371,1,19.371
6,46,47,59.32,174.248,21.32,1,21.033
7,361,158,352.827,1067.024,24.798,0,37.045
8,605,181,632.632,1796.503,30.212,0,53.64
9,718,200,850.005,2283.423,33.504,0,64.694
10,772,217,992.789,2565.662,35.385,0,71.424
11,781,230,1040.473,2741.906,36.437,1,68.106
12,782,229,1010.169,2667.72,36.704,1,67.74
13,769,214,899.778,2420.641,36.236,1,64.365
14,711,200,715.402,1982.587,34.917,1,57.868
15,564,194,480.423,1362.594,32.855,1,48.717
16,296,155,232.556,665.505,29.663,2,35.839
17,0,21,19.817,46.206,26.115,2,25.79
18,0,0,0,0,24.681,3,24.681
19,0,0,0,0,23.459,3,23.459
20,0,0,0,0,22.456,3,22.456
21,0,0,0,0,21.676,2,21.676
22,0,0,0,0,21.073,2,21.073
23,0,0,0,0,20.578,2,20.578
0,0,0,0,0,20.226,2,20.226
1,0,0,0,0,20.034,1,20.034
2,0,0,0,0,20.008,1,20.008
3,0,0,0,0,19.834,1,19.834
4,0,0,0,0,19.731,0,19.731
5,0,0,0,0,19.87,0,19.87
6,57,49,64.33,189.609,21.388,0,20.714
7,357,153,346.051,1044.018,25.422,0,37.46
8,607,181,634.706,1844.559,30.56,1,49.358
9,719,200,851.481,2362.936,33.254,1,58.965
10,773,217,994.182,2666.461,34.988,1,65.096
11,795,226,1050.473,2772.555,35.866,1,67.831
12,793,233,1024.798,2781.579,35.926,2,62.969
13,766,224,907.025,2508.358,35.234,2,59.495
14,708,206,718.692,2041.817,33.837,2,53.353
15,525,216,482.168,1409.878,31.767,3,43.39
16,97,148,173.726,523.527,29.053,3,33.018
17,0,9,8.519,8.329,25.866,3,25.077
18,0,0,0,0,24.595,2,24.595
19,0,0,0,0,23.818,2,23.818
20,0,0,0,0,23.165,2,23.165
21,0,0,0,0,22.545,2,22.545
22,0,0,0,0,22.006,2,22.006
23,0,0,0,0,21.609,1,21.609
0,0,0,0,0,21.414,1,21.414
1,0,0,0,0,21.008,1,21.008
2,0,0,0,0,20.631,1,20.631
3,0,0,0,0,20.298,1,20.298
4,0,0,0,0,20.085,1,20.085
5,0,0,0,0,20.271,0,20.271
6,65,52,69.561,204.7,22.388,0,22.008
7,364,154,350.991,1054.522,26.068,0,38.331
8,591,187,629.905,1826.333,31.168,1,49.838
9,690,219,846.233,2337.456,34.309,1,59.816
10,774,216,994.496,2650.367,36.172,1,66.2
11,796,227,1052.651,2756.334,37.252,1,69.181
12,795,226,1019.346,2676.293,37.467,1,68.727
13,771,216,902.818,2475.445,36.934,2,61.02
14,713,199,714.748,2012.194,35.632,2,55.001
15,597,179,480.46,1354.355,33.603,1,49.45
16,304,164,242.208,685.123,30.53,1,38.511
17,0,28,26.181,67.041,27.198,2,27.111
18,0,0,0,0,26.144,2,26.144
19,0,0,0,0,25.299,1,25.299
20,0,0,0,0,24.54,1,24.54
21,0,0,0,0,23.892,1,23.892
22,0,0,0,0,23.42,1,23.42
23,0,0,0,0,22.95,1,22.95
0,0,0,0,0,22.436,1,22.436
1,0,0,0,0,21.994,1,21.994
2,0,0,0,0,21.721,1,21.721
3,0,0,0,0,21.661,0,21.661
4,0,0,0,0,21.481,0,21.481
5,0,0,0,0,21.514,0,21.514
6,72,54,73.534,215.596,23.376,0,23.236
7,348,157,341.233,1020.454,27.344,0,39.292
8,596,187,634.089,1819.83,33.043,1,51.754
9,676,225,840.589,2232.189,35.944,0,66.716
10,769,226,1000.398,2548.86,37.764,0,73.779
11,791,233,1053.977,2635.437,38.786,0,76.822
12,790,233,1021.572,2560.428,39.067,0,76.436
13,764,224,904.492,2399.816,38.601,1,66.761
14,707,206,716.863,1960.981,37.276,1,60.191
15,598,179,480.268,1341.714,35.262,1,51.086
16,308,157,235.397,657.609,32.268,1,40.063
17,0,30,27.941,71.997,28.998,1,29.187
18,0,0,0,0,28.128,1,28.128
19,0,0,0,0,27.293,1,27.293
20,0,0,0,0,26.286,1,26.286
21,0,0,0,0,25.286,1,25.286
22,0,0,0,0,24.346,1,24.346
23,0,0,0,0,23.457,1,23.457
0,0,0,0,0,22.758,1,22.758
1,0,0,0,0,22.229,1,22.229
2,0,0,0,0,21.854,0,21.854
3,0,0,0,0,21.387,1,21.387
4,0,0,0,0,20.903,1,20.903
5,0,0,0,0,20.547,1,20.547
6,80,56,77.801,227.922,23.426,2,23.809
7,356,164,352.872,1067.046,27.796,1,37.296
8,613,184,643.894,1870.22,33.338,2,49.519
9,716,205,855.663,2382.098,36.385,2,58.407
10,769,226,1000.704,2700.275,38.132,2,64.036
11,792,233,1055.02,2806.168,39.019,2,66.499
12,790,233,1021.339,2725.119,39.124,2,65.961
13,765,224,904.886,2459.053,38.514,2,62.599
14,710,207,719.318,2008.579,37.043,2,56.496
15,599,179,480.053,1374.076,34.918,3,46.499
16,312,165,243.667,690.623,32.147,3,37.785
17,0,27,25.216,63.224,28.721,3,28.593
18,0,0,0,0,27.163,3,27.163
19,0,0,0,0,26.064,3,26.064
20,0,0,0,0,25.218,3,25.218
21,0,0,0,0,24.563,3,24.563
22,0,0,0,0,23.997,3,23.997
23,0,0,0,0,23.54,3,23.54
0,0,0,0,0,23.152,3,23.152
1,0,0,0,0,22.83,3,22.83
2,0,0,0,0,22.482,3,22.482
3,0,0,0,0,22.185,2,22.185
4,0,0,0,0,21.98,2,21.98
5,0,0,0,0,22.279,2,22.279
6,88,58,82.089,237.839,25.796,2,26.368
7,452,135,378.119,1129.622,30.21,2,38.928
8,615,185,646.929,1852.4,35.896,2,52.201
9,715,209,859.386,2362.762,38.58,2,60.643
10,766,226,998.051,2663.933,40.155,2,65.934
11,788,233,1051.005,2765.46,41.059,2,68.356
12,787,232,1017.14,2683.224,41.274,2,67.92
13,762,224,901.8,2421.607,40.755,2,64.686
14,706,206,714.9,1971.328,39.458,2,58.751
15,568,197,481.959,1351.489,37.534,2,50.731
16,289,159,231.334,645.354,34.722,2,40.956
17,0,28,26.08,65.041,31.119,2,31.13
18,0,0,0,0,29.696,2,29.696
19,0,0,0,0,28.57,2,28.57
20,0,0,0,0,27.76,1,27.76
21,0,0,0,0,27.142,1,27.142
22,0,0,0,0,26.537,0,26.537
23,0,0,0,0,26.155,0,26.155
0,0,0,0,0,25.679,0,25.679
1,0,0,0,0,25.202,0,25.202
2,0,0,0,0,24.541,0,24.541
3,0,0,0,0,23.743,1,23.743
4,0,0,0,0,22.8,2,22.8
5,0,0,0,0,22.805,2,22.805
6,78,59,80.38,233.783,26.107,3,26.604
7,370,160,361.524,1085.938,30.386,2,38.675
8,611,187,646.617,1870.876,35.789,3,50.285
9,721,210,866.14,2406.045,38.931,3,58.798
10,772,220,997.901,2696.021,40.738,3,63.826
11,794,234,1058.018,2819.861,41.551,3,66.146
12,782,233,1013.028,2711.804,41.634,3,65.403
13,767,225,906.564,2465.927,40.984,3,62.43
14,712,207,719.377,2003.952,39.676,3,56.912
15,601,180,480.544,1355.094,37.65,3,49.254
16,320,159,238.132,662.618,34.801,3,40.364
17,0,29,26.934,67.895,31.028,3,31
18,0,0,0,0,29.456,2,29.456
19,0,0,0,0,28.367,2,28.367
20,0,0,0,0,27.433,2,27.433
21,0,0,0,0,26.595,2,26.595
22,0,0,0,0,25.813,2,25.813
23,0,0,0,0,24.999,2,24.999
0,0,0,0,0,24.273,2,24.273
1,0,0,0,0,23.624,2,23.624
2,0,0,0,0,23.103,2,23.103
3,0,0,0,0,22.679,2,22.679
4,0,0,0,0,22.325,2,22.325
5,0,0,0,0,22.601,2,22.601
6,86,61,84.684,246.526,26.029,1,26.75
7,378,161,367.022,1092.986,30.422,1,40.404
8,597,192,642.033,1816.22,35.504,1,54.487
9,693,222,854.185,2307.62,38.152,1,63.749
10,775,227,1008.28,2626.499,39.889,1,70.082
11,767,243,1040.118,2674.154,40.839,1,72.269
12,763,244,1005.6,2594.017,41.064,1,71.714
13,770,225,908.558,2383.992,40.539,1,68.648
14,714,208,721.031,1949.723,39.233,1,62.201
15,570,198,482.414,1335.341,37.19,1,53.063
16,297,160,232.834,649.781,34.273,2,40.538
17,0,31,28.652,73.658,30.64,2,30.707
18,0,0,0,0,29.099,3,29.099
19,0,0,0,0,27.598,3,27.598
20,0,0,0,0,26.308,3,26.308
21,0,0,0,0,25.235,3,25.235
22,0,0,0,0,24.313,3,24.313
23,0,0,0,0,23.511,3,23.511
0,0,0,0,0,22.828,3,22.828
1,0,0,0,0,22.127,2,22.127
2,0,0,0,0,21.471,2,21.471
3,0,0,0,0,20.901,2,20.901
4,0,0,0,0,20.379,2,20.379
5,0,0,0,0,20.583,2,20.583
6,94,63,89.01,262.095,24.105,2,24.812
7,389,168,380.136,1150.019,28.692,2,37.466
8,621,187,654.936,1917.465,33.357,3,48.085
9,714,209,859.778,2425.23,36.25,3,56.038
10,779,217,1001.973,2701.155,38.263,2,64.202
11,790,230,1049.642,2789.768,39.287,2,66.635
12,788,230,1014.969,2705.969,39.44,2,66.105
13,774,217,903.281,2451.099,38.827,2,62.849
14,718,200,715.211,2018.6,37.329,3,54.491
15,571,198,482.123,1379.513,35.23,3,46.85
16,301,160,233.077,658.995,32.394,3,37.797
17,0,32,29.477,77.294,28.767,3,28.715
18,0,0,0,0,26.966,3,26.966
19,0,0,0,0,25.699,3,25.699
20,0,0,0,0,24.627,3,24.627
21,0,0,0,0,23.798,2,23.798
22,0,0,0,0,23.14,2,23.14
23,0,0,0,0,22.595,2,22.595
0,0,0,0,0,22.094,2,22.094
1,0,0,0,0,21.709,2,21.709
2,0,0,0,0,21.418,2,21.418
3,0,0,0,0,21.374,1,21.374
4,0,0,0,0,21.357,1,21.357
5,0,0,0,0,21.688,1,21.688
6,63,66,83.279,247.996,24.728,1,25.353
7,390,169,382,1144.55,29.017,1,39.426
8,623,187,656.9,1870.58,33.799,1,53.282
9,731,203,868.966,2359.421,36.761,1,62.856
10,780,219,1005.156,2637.264,38.637,1,68.868
11,800,229,1058.483,2732.582,39.608,1,71.566
12,798,229,1023.144,2651.136,39.715,1,70.947
13,774,218,903.638,2449.028,39.021,2,63.065
14,718,200,714.434,1989.713,37.584,2,56.907
15,603,181,480.143,1358.066,35.432,2,48.585
16,332,159,238.8,667.016,32.584,2,38.965
17,0,29,26.837,68.538,28.836,3,28.737
18,0,0,0,0,27.183,3,27.183
19,0,0,0,0,26.048,2,26.048
20,0,0,0,0,25.271,2,25.271
21,0,0,0,0,24.83,1,24.83
22,0,0,0,0,24.588,1,24.588
23,0,0,0,0,24.032,1,24.032
0,0,0,0,0,23.319,1,23.319
1,0,0,0,0,22.73,2,22.73
2,0,0,0,0,22.36,2,22.36
3,0,0,0,0,22.107,1,22.107
4,0,0,0,0,21.897,1,21.897
5,0,0,0,0,22.262,1,22.262
6,50,62,75.628,224.34,25.311,1,25.711
7,281,174,325.609,967.314,30.034,0,41.462
8,503,221,601.712,1671.698,35.746,0,57.886
9,541,296,793.941,2093.979,38.821,0,67.95
10,367,406,783.599,2042.974,40.43,0,70.067
11,587,369,985.937,2476.021,41.036,0,76.173
12,331,456,795.422,2124.041,40.877,1,65.993
13,38,269,298.765,861.162,39.902,1,50.899
14,693,205,701.193,1933.635,38.401,1,58.704
15,593,176,469.569,1304.886,36.322,1,51.771
16,0,52,49.386,138.166,33.721,2,35.19
17,0,11,10.416,13.943,30.827,2,29.823
18,0,0,0,0,29.551,3,29.551
19,0,0,0,0,28.634,3,28.634
20,0,0,0,0,27.845,3,27.845
21,0,0,0,0,27.159,3,27.159
22,0,0,0,0,26.501,3,26.501
23,0,0,0,0,25.731,3,25.731
0,0,0,0,0,25.255,3,25.255
1,0,0,0,0,24.894,2,24.894
2,0,0,0,0,24.533,2,24.533
3,0,0,0,0,24.103,2,24.103
4,0,0,0,0,23.691,2,23.691
5,0,0,0,0,23.778,1,23.778
6,4,54,52.409,154.688,26.382,1,26.073
7,45,174,193.879,596.679,30.778,1,35.37
8,89,281,342.844,1023.295,34.715,1,44.503
9,64,352,407.204,1188.333,37.198,1,49.484
10,13,261,264.973,777.467,38.735,1,47.2
11,262,477,762.571,2125.739,39.71,2,58.469
12,623,347,971.821,2630.637,38.522,2,63.509
13,732,220,868.211,2395.503,36.767,2,59.926
14,364,346,607.33,1745.133,35.147,2,51.841
15,0,98,93.344,276.419,33.964,2,37.01
16,0,82,78.319,233.272,32.318,2,33.319
17,0,11,10.416,13.927,30.969,1,29.916
18,0,0,0,0,30.351,1,30.351
19,0,0,0,0,29.441,2,29.441
20,0,0,0,0,28.337,2,28.337
21,0,0,0,0,27.263,2,27.263
22,0,0,0,0,26.411,2,26.411
23,0,0,0,0,25.835,2,25.835
0,0,0,0,0,25.412,2,25.412
1,0,0,0,0,24.805,1,24.805
2,0,0,0,0,24.283,1,24.283
3,0,0,0,0,24.11,1,24.11
4,0,0,0,0,24.22,1,24.22
5,0,0,0,0,24.568,0,24.568
6,0,50,47.449,139.44,26.336,0,25.226
7,69,175,207.468,633.402,30.076,0,36.851
8,165,283,406.15,1189.836,33.058,0,48.238
9,697,208,844.976,2269.07,34.937,0,64.81
10,746,224,977.225,2514.396,36.69,0,72.176
11,768,231,1027.642,2591.125,38.201,0,75.489
12,503,400,908.74,2324.68,38.944,0,73.175
13,18,201,212.939,605.704,38.536,0,51.805
14,529,311,688.932,1886.796,36.076,0,60.292
15,590,175,465.48,1305.497,34.66,1,49.97
16,319,161,235.441,654.137,32.572,1,40.308
17,1,36,32.705,86.885,30.222,1,30.611
18,0,0,0,0,29.098,2,29.098
19,0,0,0,0,28.114,2,28.114
20,0,0,0,0,27.126,2,27.126
21,0,0,0,0,26.249,2,26.249
22,0,0,0,0,25.529,2,25.529
23,0,0,0,0,25.037,2,25.037
0,0,0,0,0,24.194,2,24.194
1,0,0,0,0,23.322,2,23.322
2,0,0,0,0,22.71,2,22.71
3,0,0,0,0,22.304,1,22.304
4,0,0,0,0,22.166,1,22.166
5,0,0,0,0,22.759,1,22.759
6,54,68,82.776,247.778,25.074,0,25.638
7,371,178,377.779,1110.803,30.032,0,43.368
8,630,189,665.854,1839.835,34.364,0,58.797
9,724,212,873.185,2294.481,36.721,0,68.52
10,773,228,1007.716,2554.567,38.301,0,74.609
11,794,235,1057.567,2637.075,39.139,0,77.27
12,793,234,1021.278,2652.942,39.32,1,70.527
13,768,226,903.579,2395.837,38.729,1,66.857
14,714,208,716.129,1956.318,37.457,1,60.342
15,606,182,479.188,1353.876,35.495,2,48.629
16,318,171,244.142,684.447,32.904,2,39.424
17,6,38,34.518,92.736,29.61,3,29.731
18,0,0,0,0,27.846,3,27.846
19,0,0,0,0,26.49,3,26.49
20,0,0,0,0,25.381,3,25.381
21,0,0,0,0,24.458,2,24.458
22,0,0,0,0,23.696,2,23.696
23,0,0,0,0,23.097,2,23.097
0,0,0,0,0,22.583,1,22.583
1,0,0,0,0,22.231,1,22.231
2,0,0,0,0,22.095,1,22.095
3,0,0,0,0,21.834,1,21.834
4,0,0,0,0,21.48,1,21.48
5,0,0,0,0,21.606,1,21.606
6,19,62,65.21,197.012,23.934,1,23.94
