Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),AC System Output (W),Ambient Temperature (C),Wind Speed (m/s),Cell Temperature (C)
7,170,185,274.677,841.614,29.025,1,36.112
8,630,185,662.235,1889.993,33.698,1,52.924
9,715,211,864.398,2349.459,36.698,1,62.693
10,761,226,993.836,2612.373,38.64,1,68.568
11,780,233,1041.057,2694.371,39.682,1,71.161
12,776,232,1002.216,2602.718,39.955,1,70.589
13,168,357,505.768,1419.103,39.417,1,56.941
14,533,311,689.999,1937.586,38.104,2,55.778
15,593,176,466.193,1315.358,36.03,2,48.77
16,417,128,225.002,605.807,33.387,2,39.386
17,5,39,35.202,94.53,30.677,3,30.801
18,0,0,0,0,28.879,4,28.879
19,0,0,0,0,27.398,4,27.398
20,0,0,0,0,26.082,4,26.082
21,0,0,0,0,25.031,4,25.031
22,0,0,0,0,24.208,3,24.208
23,0,0,0,0,23.556,3,23.556
0,0,0,0,0,22.973,3,22.973
1,0,0,0,0,22.407,3,22.407
2,0,0,0,0,21.879,2,21.879
3,0,0,0,0,21.404,2,21.404
4,0,0,0,0,20.998,2,20.998
5,0,0,0,0,21.337,1,21.337
6,67,72,90.571,272.137,24.415,1,25.265
7,382,174,384.568,1154.527,28.865,1,39.382
8,619,184,653.532,1882.239,31.8,1,51.246
9,706,210,855.565,2354.111,34.718,1,60.537
10,754,225,985.835,2619.503,36.935,1,66.727
11,774,232,1033.58,2703.289,38.029,1,69.397
12,770,231,994.745,2610.262,38.323,1,68.843
13,743,222,876.483,2345.272,37.916,1,65.3
14,133,362,451.103,1294.052,36.754,1,52.353
15,141,284,347.614,1029.599,34.913,2,44.008
16,27,146,146.346,441.507,32.488,2,36.072
17,0,33,30.031,78.579,30.081,3,29.868
18,0,0,0,0,28.531,3,28.531
19,0,0,0,0,27.379,3,27.379
20,0,0,0,0,26.339,3,26.339
21,0,0,0,0,25.445,3,25.445
22,0,0,0,0,24.615,3,24.615
23,0,0,0,0,23.832,3,23.832
0,0,0,0,0,23.055,3,23.055
1,0,0,0,0,22.308,3,22.308
2,0,0,0,0,21.697,2,21.697
3,0,0,0,0,21.157,2,21.157
4,0,0,0,0,20.749,2,20.749
5,0,0,0,0,21.099,2,21.099
6,0,59,56.02,169.437,24.214,1,23.929
7,255,194,332.855,1012.563,28.713,1,37.522
8,230,297,473.401,1401.952,32.233,1,46.373
9,702,210,852.144,2279.011,35.131,0,65.521
10,749,225,980.78,2512.582,37.334,0,72.897
11,769,231,1027.072,2577.194,39.062,0,76.277
12,767,231,991.154,2485.596,39.997,0,76.365
13,54,367,410.598,1165.158,39.76,1,54.631
14,175,365,487.303,1390.521,38.501,1,53.322
15,587,175,460.591,1301.415,36.373,2,48.406
16,415,128,223.111,602.224,33.546,3,38.692
17,8,42,37.527,101.801,30.743,3,30.919
18,0,0,0,0,29.047,3,29.047
19,0,0,0,0,27.772,3,27.772
20,0,0,0,0,26.638,2,26.638
21,0,0,0,0,25.597,2,25.597
22,0,0,0,0,24.64,1,24.64
23,0,0,0,0,23.987,1,23.987
0,0,0,0,0,23.964,0,23.964
1,0,0,0,0,23.992,0,23.992
2,0,0,0,0,23.732,0,23.732
3,0,0,0,0,23.097,1,23.097
4,0,0,0,0,22.201,1,22.201
5,0,0,0,0,22.48,1,22.48
6,82,77,100,298.326,25.939,1,27.152
7,397,181,400.032,1197.048,30.828,2,40.168
8,637,191,674.465,1965.436,33.874,3,49.077
9,730,214,881.171,2486.295,35.689,3,55.991
10,776,229,1011.139,2783.888,36.984,3,60.478
11,795,236,1057.848,2880.244,37.686,3,62.416
12,791,234,1016.569,2779.876,37.71,3,61.66
13,764,226,896.664,2494.47,37.083,3,58.408
14,709,208,708.927,2017.638,35.848,3,52.875
15,611,179,475.046,1362.302,34.107,3,45.551
16,438,132,232.215,631.131,31.837,3,37.193
17,10,42,37.513,102.5,29.201,3,29.351
18,0,0,0,0,27.678,3,27.678
19,0,0,0,0,26.71,3,26.71
20,0,0,0,0,25.827,2,25.827
21,0,0,0,0,25.119,2,25.119
22,0,0,0,0,24.56,2,24.56
23,0,0,0,0,24.099,2,24.099
0,0,0,0,0,23.79,1,23.79
1,0,0,0,0,23.586,1,23.586
2,0,0,0,0,23.224,1,23.224
3,0,0,0,0,22.895,1,22.895
4,0,0,0,0,22.623,1,22.623
5,0,0,0,0,22.655,1,22.655
6,126,84,120.029,356.234,25.808,1,27.66
7,436,160,400.246,1186.615,30.429,1,41.549
8,591,205,654.807,1851.082,35.308,1,54.771
9,686,227,855.303,2314.474,37.804,1,63.488
10,704,262,973.819,2557.378,39.4,1,68.746
11,719,275,1020.453,2641.738,40.276,1,71.137
12,697,285,976.463,2605.57,40.317,2,65.992
13,720,243,875.081,2374.661,39.609,2,62.853
14,670,220,692.776,1927.765,38.32,2,57.038
15,532,211,467.592,1320.635,36.48,2,49.263
16,288,167,229.663,642.668,33.85,2,39.981
17,5,41,36.458,98.936,30.175,2,30.423
18,0,0,0,0,28.811,2,28.811
19,0,0,0,0,27.899,2,27.899
20,0,0,0,0,27.032,2,27.032
21,0,0,0,0,26.291,2,26.291
22,0,0,0,0,25.766,1,25.766
23,0,0,0,0,25.365,1,25.365
0,0,0,0,0,24.902,1,24.902
1,0,0,0,0,24.627,0,24.627
2,0,0,0,0,24.498,0,24.498
3,0,0,0,0,24.167,0,24.167
4,0,0,0,0,23.944,0,23.944
5,0,0,0,0,23.962,0,23.962
6,117,85,118.416,351.49,26.445,1,28.269
7,422,163,396.026,1173.497,30.774,1,41.766
8,593,206,657.505,1799.813,36.366,0,60.567
9,673,234,850.785,2209.985,39.537,0,70.495
10,689,271,967.817,2428.169,41.428,0,76.327
11,704,284,1013.773,2596.268,42.388,1,72.941
12,723,269,984.805,2528.809,42.526,1,72.488
13,734,238,881.12,2304.309,41.934,1,69.206
14,568,299,697.893,1883.257,40.545,1,62.762
15,86,266,301.262,868.595,38.611,1,49.288
16,35,154,156.04,459.924,35.828,1,40.543
17,4,43,37.862,102.51,32.097,1,32.351
18,0,0,0,0,30.809,1,30.809
19,0,0,0,0,29.948,1,29.948
20,0,0,0,0,28.98,1,28.98
21,0,0,0,0,28.025,1,28.025
22,0,0,0,0,27.188,1,27.188
23,0,0,0,0,26.405,1,26.405
0,0,0,0,0,25.869,0,25.869
1,0,0,0,0,25.353,0,25.353
2,0,0,0,0,24.589,0,24.589
3,0,0,0,0,23.936,1,23.936
4,0,0,0,0,23.437,1,23.437
5,0,0,0,0,23.711,1,23.711
6,107,85,115.497,343.152,26.825,1,28.57
7,354,184,376.416,1116.087,31.724,1,42.132
8,586,209,655.505,1873.422,36.283,2,52.79
9,678,232,853.192,2345.858,38.75,2,60.686
10,729,249,984.59,2629.741,40.394,2,65.839
11,745,259,1029.275,2713.788,41.271,2,68.032
12,722,284,997.848,2638.984,41.356,2,67.504
13,412,381,741.613,2037.951,40.64,2,60.791
14,586,271,681.995,1896.492,39.238,2,57.333
15,562,194,463.653,1301.147,37.285,2,49.942
16,315,167,234.467,651.484,34.793,3,40.232
17,8,44,38.662,105.127,31.499,3,31.755
18,0,0,0,0,29.874,3,29.874
19,0,0,0,0,28.816,2,28.816
20,0,0,0,0,27.959,2,27.959
21,0,0,0,0,27.162,2,27.162
22,0,0,0,0,26.434,2,26.434
23,0,0,0,0,25.705,1,25.705
0,0,0,0,0,24.967,2,24.967
1,0,0,0,0,24.303,1,24.303
2,0,0,0,0,23.799,1,23.799
3,0,0,0,0,23.668,1,23.668
4,0,0,0,0,23.535,1,23.535
5,0,0,0,0,24.244,0,24.244
6,115,87,119.944,355.445,26.656,0,29.158
7,407,179,404.346,1172.949,31.679,0,46.205
8,596,207,661.1,1852.604,36.764,1,56.387
9,682,231,855.684,2296.456,39.274,1,64.931
10,744,248,997.917,2654.462,40.787,2,66.532
11,764,248,1036.57,2724.982,41.58,2,68.527
12,761,251,1001.595,2642.863,41.647,2,67.888
13,733,244,884.217,2376.601,41.028,2,64.506
14,663,229,692.277,1911.043,39.751,2,58.458
15,533,212,466.369,1317.839,37.817,3,49.048
16,319,160,228.082,629.192,35.399,3,40.711
17,10,44,38.635,104.527,32.096,3,32.354
18,0,0,0,0,30.404,3,30.404
19,0,0,0,0,29.341,3,29.341
20,0,0,0,0,28.441,3,28.441
21,0,0,0,0,27.608,3,27.608
22,0,0,0,0,26.786,3,26.786
23,0,0,0,0,25.973,3,25.973
0,0,0,0,0,25.153,3,25.153
1,0,0,0,0,24.281,3,24.281
2,0,0,0,0,23.444,3,23.444
3,0,0,0,0,22.789,2,22.789
4,0,0,0,0,22.349,2,22.349
5,0,0,0,0,23.079,2,23.079
6,123,89,124.406,369.248,26.896,1,28.927
7,410,179,406.17,1197.787,31.76,1,43.084
8,597,208,662.985,1894.424,36.063,2,52.834
9,700,224,864.583,2377.352,38.434,2,60.664
10,735,246,986.677,2638.939,40.067,2,65.599
11,764,248,1035.885,2778.46,40.945,3,65.07
12,761,250,999.683,2690.889,40.991,3,64.451
13,735,239,879.953,2411.459,40.229,3,61.097
14,663,230,692.25,1942.773,38.865,3,55.464
15,534,212,465.947,1329.801,36.958,4,47.128
16,299,168,230.371,642.839,34.531,3,39.876
17,11,42,37.098,100.046,31.183,3,31.381
18,0,0,0,0,29.377,3,29.377
19,0,0,0,0,28.28,3,28.28
20,0,0,0,0,27.427,2,27.427
21,0,0,0,0,26.664,2,26.664
22,0,0,0,0,25.931,2,25.931
23,0,0,0,0,25.31,2,25.31
0,0,0,0,0,24.732,2,24.732
1,0,0,0,0,24.247,2,24.247
2,0,0,0,0,23.81,2,23.81
3,0,0,0,0,23.48,2,23.48
4,0,0,0,0,23.266,2,23.266
5,0,0,0,0,24.008,1,24.008
6,150,93,138.086,406.947,27.779,1,30.277
7,451,164,413.68,1211.086,32.57,1,44.178
8,599,207,663.61,1885.474,37.085,2,53.884
9,688,230,859.805,2353.122,39.408,2,61.504
10,703,265,973.957,2596.287,40.988,2,66.185
11,714,280,1017.117,2722.88,41.739,3,65.424
12,732,264,984.929,2646.475,41.68,3,64.775
13,735,239,878.906,2425.559,40.821,4,59.844
14,664,229,690.907,1948.697,39.441,4,54.535
15,534,212,465.049,1322.462,37.607,4,47.761
16,302,169,231.306,644.087,35.342,4,40.181
17,17,42,36.509,97.23,31.955,3,32.167
18,0,0,0,0,30.264,2,30.264
19,0,0,0,0,29.353,2,29.353
20,0,0,0,0,28.595,2,28.595
21,0,0,0,0,27.83,2,27.83
22,0,0,0,0,27.094,2,27.094
23,0,0,0,0,26.299,2,26.299
0,0,0,0,0,25.565,2,25.565
1,0,0,0,0,24.887,2,24.887
2,0,0,0,0,24.377,2,24.377
3,0,0,0,0,23.972,2,23.972
4,0,0,0,0,23.669,2,23.669
5,0,0,0,0,24.437,2,24.437
6,139,93,133.374,392.732,28.294,1,30.662
7,453,165,415.991,1213.622,33.223,1,44.884
8,600,209,666.43,1854.031,37.93,1,57.719
9,692,228,861.207,2295.839,40.309,1,66.087
10,705,264,974.439,2520.525,42.057,1,71.299
11,697,291,1010.206,2644.798,43.011,2,69.249
12,656,317,963.029,2534.983,43.088,2,68.335
13,543,344,817.571,2201.939,42.447,2,64.246
14,265,383,561.716,1573.748,41.163,2,56.566
15,12,201,198.017,584.356,39.357,3,44.299
16,0,118,111.669,331.086,36.94,3,38.995
17,0,28,25.712,63.004,33.456,2,33.169
18,0,0,0,0,31.765,2,31.765
19,0,0,0,0,30.696,2,30.696
20,0,0,0,0,29.658,2,29.658
21,0,0,0,0,28.586,2,28.586
22,0,0,0,0,27.585,2,27.585
23,0,0,0,0,26.812,1,26.812
0,0,0,0,0,26.423,1,26.423
1,0,0,0,0,26.045,1,26.045
2,0,0,0,0,25.636,1,25.636
3,0,0,0,0,25.28,1,25.28
4,0,0,0,0,24.844,1,24.844
5,0,0,0,0,25.317,1,25.317
6,129,94,131.366,386.985,28.835,1,31.16
7,403,185,408.812,1192.429,33.918,1,45.367
8,601,210,668.235,1793.353,39.593,0,64.077
9,577,287,815.799,2166.524,42.249,1,66.783
10,710,267,981.816,2512.719,43.868,1,73.063
11,681,314,1015.925,2567.406,44.598,1,75.127
12,467,379,843.275,2238.722,44.487,2,66.965
13,546,350,825.003,2208.349,43.658,2,65.305
14,595,254,666.519,1844.554,42.163,3,58.073
15,535,212,463.719,1293.758,40.087,3,51.222
16,286,171,226.628,625.376,37.543,4,42.332
17,8,45,38.94,104.437,34.331,4,34.601
18,0,0,0,0,32.071,4,32.071
19,0,0,0,0,30.466,3,30.466
20,0,0,0,0,29.089,3,29.089
21,0,0,0,0,27.887,3,27.887
22,0,0,0,0,26.794,2,26.794
23,0,0,0,0,25.879,2,25.879
0,0,0,0,0,25.156,2,25.156
1,0,0,0,0,24.722,1,24.722
2,0,0,0,0,24.764,1,24.764
3,0,0,0,0,24.92,0,24.92
4,0,0,0,0,24.926,0,24.926
5,0,0,0,0,25.382,0,25.382
6,136,96,135.551,399.447,27.921,0,31.193
7,462,162,418.327,1194.71,33.784,0,48.894
8,605,204,665.341,1793.42,38.834,0,63.308
9,687,231,859.347,2201.615,41.684,0,72.794
10,732,246,981.801,2425.099,43.677,0,78.827
11,721,277,1018.781,2476.415,44.818,0,81.356
12,746,251,982.432,2396.641,45.067,0,80.775
13,280,443,686.953,1826.234,44.428,1,66.589
14,578,275,674.462,1806.29,43.055,1,63.92
15,563,192,456.731,1237.069,41.135,1,56.091
16,333,162,229.738,612.996,38.621,1,46.259
17,19,50,41.407,110.749,35.433,2,36.013
18,0,0,0,0,33.64,2,33.64
19,0,0,0,0,32.265,2,32.265
20,0,0,0,0,31.08,2,31.08
21,0,0,0,0,30.157,2,30.157
22,0,0,0,0,29.287,2,29.287
23,0,0,0,0,28.444,2,28.444
0,0,0,0,0,27.746,2,27.746
1,0,0,0,0,27.048,2,27.048
2,0,0,0,0,26.368,2,26.368
3,0,0,0,0,25.833,1,25.833
4,0,0,0,0,25.392,1,25.392
5,0,0,0,0,25.852,1,25.852
6,126,97,133.501,394.168,28.981,1,31.379
7,453,160,411.627,1202.223,33.132,1,44.665
8,595,203,656.948,1833.427,37.635,1,57.155
9,600,279,828.794,2209.536,41.246,1,66.114
10,723,244,970.406,2552.219,43.533,2,68.494
11,743,251,1013.962,2629.048,44.619,2,70.878
12,699,287,972.078,2532.114,44.686,2,70.098
13,715,241,859.595,2314.653,43.855,3,64.177
14,658,222,677.356,1866.62,42.445,3,58.661
15,459,226,437.809,1225.357,40.522,3,51.113
16,388,141,221.776,587.736,38.164,3,43.333
17,11,48,40.914,109.792,35.413,2,35.954
18,0,0,0,0,33.582,2,33.582
19,0,0,0,0,32.401,1,32.401
20,0,0,0,0,31.361,1,31.361
21,0,0,0,0,30.304,1,30.304
22,0,0,0,0,29.354,1,29.354
23,0,0,0,0,28.506,1,28.506
0,0,0,0,0,27.762,1,27.762
1,0,0,0,0,27.101,2,27.101
2,0,0,0,0,26.646,2,26.646
3,0,0,0,0,26.343,1,26.343
4,0,0,0,0,26.399,1,26.399
5,0,0,0,0,27.253,1,27.253
6,88,97,121.727,359.337,30.195,0,32.99
7,319,201,375.278,1075.897,35.489,0,49.058
8,532,227,631.657,1752.564,39.6,1,58.269
9,586,286,821.949,2185.39,42.002,1,66.582
10,642,304,949.87,2447.019,43.572,1,71.995
11,666,313,997.371,2533.08,44.345,1,74.326
12,701,286,971.969,2476.09,44.31,1,73.804
13,723,242,866.22,2301.207,43.583,2,66.502
14,416,329,612.05,1688.232,42.272,2,58.998
15,460,255,465.594,1293.319,40.429,2,52.954
16,22,140,136.551,398.774,38.042,2,41.892
17,3,46,39.289,105.538,35.05,2,35.268
18,0,0,0,0,33.184,2,33.184
19,0,0,0,0,31.946,2,31.946
20,0,0,0,0,30.718,2,30.718
21,0,0,0,0,29.714,2,29.714
22,0,0,0,0,28.796,2,28.796
23,0,0,0,0,28.04,2,28.04
0,0,0,0,0,27.418,1,27.418
1,0,0,0,0,26.848,1,26.848
2,0,0,0,0,26.435,1,26.435
3,0,0,0,0,25.999,1,25.999
4,0,0,0,0,25.604,1,25.604
5,0,0,0,0,26.184,1,26.184
6,94,100,126.517,376.428,29.463,1,31.659
7,343,200,387.459,1130.621,34.86,1,45.677
8,554,221,641.972,1781.583,39.217,1,58.215
9,624,269,839.8,2159.679,41.734,0,72.188
10,682,281,965.868,2396.178,43.483,0,78.139
11,728,273,1019.179,2484.842,44.361,0,80.882
12,745,258,985.294,2501.81,44.442,1,74.331
13,736,240,874.083,2263.042,43.85,1,70.857
14,658,232,683.449,1824.504,42.49,1,64.246
15,510,220,456.132,1244.024,40.461,1,55.437
16,276,173,223.686,608.489,37.808,1,45.249
17,0,16,15.163,28.542,34.378,2,34.205
18,0,0,0,0,32.484,2,32.484
19,0,0,0,0,31.017,3,31.017
20,0,0,0,0,29.813,2,29.813
21,0,0,0,0,28.84,2,28.84
22,0,0,0,0,28.023,2,28.023
23,0,0,0,0,27.297,2,27.297
0,0,0,0,0,26.716,2,26.716
1,0,0,0,0,26.28,2,26.28
2,0,0,0,0,26.05,1,26.05
3,0,0,0,0,26.224,1,26.224
4,0,0,0,0,26.311,1,26.311
5,0,0,0,0,27.065,0,27.065
6,129,101,138.505,406.38,29.696,0,33.195
7,329,203,382.796,1099.075,34.887,0,48.819
8,545,241,655.13,1772.255,38.791,0,62.78
9,681,230,851.802,2195.76,40.877,0,71.777
10,725,245,971.492,2420.66,42.51,0,77.434
11,743,251,1011.28,2477.492,43.745,0,80.126
12,740,250,971.479,2481.878,43.778,1,73.332
13,618,316,847.213,2214.983,42.958,1,69.274
14,425,340,627.212,1739.216,41.007,2,58.054
15,0,96,91.289,261.864,39.357,2,42.571
16,167,195,218.886,625.591,37.033,2,41.848
17,27,54,43.245,117.204,34.573,3,35.004
18,0,0,0,0,32.947,3,32.947
19,0,0,0,0,31.846,3,31.846
20,0,0,0,0,30.977,3,30.977
21,0,0,0,0,30.299,3,30.299
22,0,0,0,0,29.753,3,29.753
23,0,0,0,0,29.127,3,29.127
0,0,0,0,0,28.201,3,28.201
1,0,0,0,0,27.104,3,27.104
2,0,0,0,0,26.008,2,26.008
3,0,0,0,0,25.217,2,25.217
4,0,0,0,0,24.772,2,24.772
5,0,0,0,0,25.619,1,25.619
6,106,104,134.193,400.046,28.964,1,31.383
7,373,198,405.634,1165.73,33.864,0,48.537
8,577,222,661.994,1789.737,38.528,0,62.847
9,664,251,857.068,2203.793,41.135,0,72.197
10,724,256,980.824,2431.722,43.075,0,78.231
11,750,259,1025.331,2499.193,44.16,0,80.918
12,753,252,984.744,2411.611,44.304,0,80.156
13,724,243,864.601,2167.741,43.623,0,76.139
14,667,224,681.088,1820.424,42.307,1,63.974
15,332,266,414.571,1149.859,40.254,1,54.068
16,398,143,223.289,584.851,37.776,1,45.032
17,0,36,31.926,82.03,35.094,2,35.391
18,0,0,0,0,33.327,2,33.327
19,0,0,0,0,32.063,2,32.063
20,0,0,0,0,31.001,2,31.001
21,0,0,0,0,30.071,2,30.071
22,0,0,0,0,29.071,1,29.071
23,0,0,0,0,28.388,1,28.388
0,0,0,0,0,28.01,1,28.01
1,0,0,0,0,27.647,0,27.647
2,0,0,0,0,27.286,0,27.286
3,0,0,0,0,26.78,0,26.78
4,0,0,0,0,26.245,0,26.245
5,0,0,0,0,26.723,0,26.723
6,5,82,79.436,239.842,29.538,0,30.292
7,71,202,234.176,694.611,35.085,0,43.32
8,477,284,646.508,1760.381,38.793,0,61.746
9,532,312,798.192,2072.528,41.281,0,70.611
10,178,426,602.652,1595.916,42.971,0,67.341
11,505,418,937.739,2427.622,43.792,1,71.199
12,167,447,607.608,1643.714,43.739,1,63.68
13,385,398,725.535,1946.589,43.009,1,64.954
14,550,309,682.132,1838.679,41.594,1,62.827
15,187,274,352.151,995.966,39.662,1,51.728
16,0,60,56.915,159.233,37.183,2,38.613
17,0,13,12.311,19.502,34.141,2,33.357
18,0,0,0,0,32.276,3,32.276
19,0,0,0,0,31.123,3,31.123
20,0,0,0,0,30.078,2,30.078
21,0,0,0,0,29.334,1,29.334
22,0,0,0,0,28.81,1,28.81
23,0,0,0,0,27.925,2,27.925
0,0,0,0,0,27.334,2,27.334
1,0,0,0,0,26.902,3,26.902
2,0,0,0,0,26.389,3,26.389
3,0,0,0,0,25.812,3,25.812
4,0,0,0,0,25.327,3,25.327
5,0,0,0,0,26.042,2,26.042
6,0,62,58.871,174.344,28.962,2,29.019
7,0,77,73.198,215.011,33.797,1,34.782
8,2,199,191.842,572.915,37.361,1,42.217
9,21,276,288.783,851.441,38.344,1,46.614
10,377,422,799.222,2179.35,39.477,1,62.359
11,209,471,682.839,1868.574,40.206,1,61.75
12,312,454,758.13,2104.927,39.407,2,59.156
13,562,352,832.049,2347.438,36.529,3,55.931
14,425,328,612.772,1798.299,34.089,4,47.522
15,223,282,375.791,1133.103,31.259,4,39.353
16,63,164,166.563,503.93,30.44,3,34.008
17,0,35,31.143,82.462,29.549,2,29.428
18,0,0,0,0,28.803,2,28.803
19,0,0,0,0,28.189,1,28.189
20,0,0,0,0,27.73,2,27.73
21,0,0,0,0,27.346,2,27.346
22,0,0,0,0,27.017,2,27.017
23,0,0,0,0,26.649,2,26.649
0,0,0,0,0,26.236,2,26.236
1,0,0,0,0,25.756,3,25.756
2,0,0,0,0,25.228,3,25.228
3,0,0,0,0,24.636,3,24.636
4,0,0,0,0,24.128,3,24.128
5,0,0,0,0,24.1,3,24.1
6,3,85,81.64,253.256,25.222,2,25.764
7,16,191,191.023,601.552,27.711,2,31.51
8,14,263,262.625,814.704,30.344,2,36.417
9,30,357,377.086,1134.969,32.443,1,43.499
10,198,446,641.386,1846.294,33.556,1,52.597
11,156,476,634.476,1816.16,33.794,1,53.637
12,32,366,390.516,1157.647,33.516,1,46.491
13,12,321,318.92,943.145,32.918,0,46.384
14,11,282,277.706,831.036,32.025,0,43.594
15,0,153,145.589,441.835,30.682,0,37.161
16,0,79,74.674,224.481,29.521,1,30.78
17,0,23,21.557,51.296,28.822,1,28.002
18,0,0,0,0,28.091,1,28.091
19,0,0,0,0,27.304,2,27.304
20,0,0,0,0,26.266,3,26.266
21,0,0,0,0,25.24,3,25.24
22,0,0,0,0,24.443,4,24.443
23,0,0,0,0,23.859,3,23.859
0,0,0,0,0,23.43,3,23.43
1,0,0,0,0,23.035,3,23.035
2,0,0,0,0,22.499,2,22.499
3,0,0,0,0,22.039,2,22.039
4,0,0,0,0,21.707,2,21.707
5,0,0,0,0,22.122,1,22.122
6,164,109,158.685,480.51,24.063,1,27.099
7,464,164,422.477,1272.908,26.884,1,38.822
8,596,204,657.913,1921.885,28.964,1,48.754
9,398,358,722.568,2087.203,29.358,1,51.836
10,281,428,710.221,1985.66,30.153,0,57.932
11,742,251,1005.315,2664.317,31.047,0,67.169
12,486,381,853.887,2297.017,31.465,0,64.674
13,359,409,712.013,1966.961,31.405,0,59.834
14,553,287,660.043,1841.786,30.336,0,56.568
15,557,191,445.007,1283.267,29.288,1,43.984
16,0,54,51.263,148.707,27.721,1,29.626
17,0,14,13.26,24.435,25.65,2,24.527
18,0,0,0,0,24.29,3,24.29
19,0,0,0,0,23.21,2,23.21
20,0,0,0,0,22.525,2,22.525
21,0,0,0,0,21.938,2,21.938
22,0,0,0,0,21.493,2,21.493
23,0,0,0,0,21.165,2,21.165
0,0,0,0,0,20.842,2,20.842
1,0,0,0,0,20.597,2,20.597
2,0,0,0,0,20.659,1,20.659
3,0,0,0,0,20.706,0,20.706
4,0,0,0,0,20.496,0,20.496
5,0,0,0,0,20.757,0,20.757
6,171,110,161.914,491.115,22.514,0,26.688
7,475,166,430.535,1304.159,25.592,1,37.788
8,607,206,667.872,1947.45,28.996,1,49.095
9,686,231,854.568,2392.582,31.441,1,57.439
10,730,246,972.834,2703.169,33.435,2,58.87
11,750,253,1014.21,2780.215,34.603,2,61.262
12,746,251,971.304,2667.517,35.187,2,60.927
13,720,242,854.375,2384.284,34.902,2,57.795
14,665,223,673.412,1944.441,33.764,3,49.944
15,568,193,451.085,1308.362,31.989,3,42.807
16,402,144,222.113,611.879,29.804,3,34.834
17,28,57,43.832,125.7,27.26,3,27.478
18,0,0,0,0,25.722,3,25.722
19,0,0,0,0,24.823,2,24.823
20,0,0,0,0,24.091,2,24.091
21,0,0,0,0,23.4,2,23.4
22,0,0,0,0,22.741,2,22.741
23,0,0,0,0,22.122,2,22.122
0,0,0,0,0,21.54,2,21.54
1,0,0,0,0,20.968,2,20.968
2,0,0,0,0,20.573,2,20.573
3,0,0,0,0,20.33,1,20.33
4,0,0,0,0,20.245,1,20.245
5,0,0,0,0,21.233,1,21.233
6,157,111,158.405,482.112,23.575,1,26.587
7,489,169,441.217,1294.056,28.054,0,44.116
8,619,209,679.53,1897.543,31.784,0,57.078
9,695,233,864.018,2302.12,34.422,0,66.174
10,737,248,980.8,2525.128,36.378,0,72.07
11,753,254,1017.1,2576.4,37.673,0,74.738
12,749,252,973.937,2564.578,38.306,1,68.245
13,721,242,854.021,2289.116,38.205,1,64.921
14,666,224,673.972,1852.533,37.357,1,58.944
15,570,193,451.146,1254.981,35.82,1,50.654
16,337,166,227.594,622.259,33.547,1,41.002
17,30,58,44.178,124.361,30.577,2,31.037
18,0,0,0,0,29.005,2,29.005
19,0,0,0,0,27.725,2,27.725
20,0,0,0,0,26.73,2,26.73
21,0,0,0,0,25.873,3,25.873
22,0,0,0,0,25.162,3,25.162
23,0,0,0,0,24.483,3,24.483
0,0,0,0,0,23.887,3,23.887
1,0,0,0,0,23.334,2,23.334
2,0,0,0,0,23.024,2,23.024
3,0,0,0,0,23.029,1,23.029
4,0,0,0,0,23.085,1,23.085
5,0,1,0.945,0,23.859,1,21.761
6,144,112,154.213,463.946,26.404,1,29.372
7,479,167,433.726,1279.533,30.735,1,42.989
8,610,207,670.589,1898.703,34.519,1,54.559
9,688,232,856.222,2370.108,37.403,2,59.482
10,732,247,974.055,2620.66,39.331,2,64.577
11,751,253,1013.012,2692.125,40.285,2,66.686
12,749,252,972.73,2637.84,40.295,3,63.158
13,724,243,856.304,2361.651,39.578,3,59.898
14,670,224,675.576,1903.598,38.245,3,54.435
15,70,259,279.833,835.1,36.344,4,42.619
16,410,146,224.538,606.866,34.05,4,38.36
17,32,59,44.506,125.223,30.984,3,31.335
18,0,0,0,0,29.251,3,29.251
19,0,0,0,0,28.368,2,28.368
20,0,0,0,0,27.665,2,27.665
21,0,0,0,0,26.929,2,26.929
22,0,0,0,0,26.31,2,26.31
23,0,0,0,0,25.796,1,25.796
0,0,0,0,0,25.411,1,25.411
1,0,0,0,0,25.239,1,25.239
2,0,0,0,0,25.086,1,25.086
3,0,0,0,0,25.023,0,25.023
4,0,0,0,0,25.008,0,25.008
5,0,1,0.945,0,25.689,0,22.458
6,168,113,163.881,486.802,26.963,0,31.403
7,490,170,442.715,1272.312,31.887,0,48.009
8,494,254,627.991,1725.108,36.573,0,60.125
9,694,233,861.952,2315.619,39.03,1,64.749
10,736,247,977.051,2545.103,40.731,1,70.11
11,752,253,1012.883,2603.978,41.699,1,72.297
12,747,251,968.639,2500.618,42.004,1,71.584
13,497,381,799.272,2120.831,41.658,1,66.784
14,7,161,158.18,456.247,40.273,1,47.261
15,451,247,444.92,1244.903,38.448,1,51.096
16,318,168,224.306,607.598,36.126,1,43.502
17,34,59,44.365,122.75,33.363,1,34.201
18,0,0,0,0,31.882,2,31.882
19,0,0,0,0,30.793,2,30.793
20,0,0,0,0,29.808,3,29.808
21,0,0,0,0,28.401,3,28.401
22,0,0,0,0,27.166,3,27.166
23,0,0,0,0,26.279,3,26.279
0,0,0,0,0,25.444,3,25.444
1,0,0,0,0,24.697,3,24.697
2,0,0,0,0,23.974,2,23.974
